Serial Number,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPPNMLPJIIIGFGH18CC,19.0,86.29,住家用,鋼筋混凝土造,93年4月2日,十四層,,
RPPNMLPJIIIGFGH18CC,19.0,20.19,共有部份,鋼筋混凝土造,93年4月2日,十四層,,
RPPNMLPJIIIGFGH18CC,19.0,2.84,共有部份,鋼筋混凝土造,93年4月2日,十四層,,
RPPNMLPJIIIGFGH18CC,19.0,10.5,共有部份,鋼筋混凝土造,93年4月2日,十四層,,
RPUNMLPJIIIGFEH48CC,23.0,75.33,住家用,鋼筋混凝土造,89年4月17日,九層,,
RPUNMLPJIIIGFEH48CC,23.0,37.97,共有部份,鋼筋混凝土造,89年4月17日,九層,,
RPUNMLPJIIIGFEH48CC,23.0,10.02,共有部份,鋼筋混凝土造,89年4月17日,九層,,
RPTNMLPJIIIGFEH38CC,10.0,60.92,住家用,鋼筋混凝土造,102年5月28日,十層,,
RPTNMLPJIIIGFEH38CC,10.0,47.38,共有部份,鋼筋混凝土造,102年5月28日,十層,,
RPTNMLPJIIIGFEH38CC,10.0,13.39,共有部份,鋼筋混凝土造,102年5月28日,十層,,
RPQNMLPJIIIGFGH28CC,9.0,63.17,住家用,鋼筋混凝土造,103年7月28日,十五層,,
RPQNMLPJIIIGFGH28CC,9.0,32.9,共有部份,鋼筋混凝土造,103年7月28日,十五層,,
RPRNMLPJIIIGFHH48CC,8.0,99.85,住家用,鋼筋混凝土造,104年8月14日,二十層,,
RPRNMLPJIIIGFHH48CC,8.0,8.86,本共有部分之項目有集合住宅（附屬停車空間）、集合住宅（附屬公共服務空間）、集合住宅（附屬管委會空間）等３項。,鋼筋混凝土造,104年8月14日,二十三層,,
RPRNMLPJIIIGFHH48CC,8.0,4.46,本共有部分之項目集合住宅（附屬管委會使用空間）、集合住宅（附屬公共服務空間）等２項。,鋼筋混凝土造,104年8月14日,二十三層,,
RPRNMLPJIIIGFHH48CC,8.0,31.71,本共有部分之項目有電樓梯間、集合住宅（附屬公共服務空間）、集合住宅（附屬管委會使用空間）、集合住宅（附屬中繼機房）、集合住宅（附屬機房、水箱）等５項。,鋼筋混凝土造,104年8月14日,二十層,,
RPRNMLPJIIIGFHH48CC,8.0,37.58,本共有部分之項目有集合住宅（附屬停車空間）、車道等２項。,鋼筋混凝土造,104年8月14日,二十三層,,
RPQNMLPJIIIGFBH87DC,17.0,31.66,住家用,鋼筋混凝土造,95年5月20日,十層,,
RPUNMLPJIIIGFHH78CC,30.0,11.3,共有部份,鋼筋混凝土造,82年11月30日,七層,,
RPUNMLPJIIIGFHH78CC,30.0,4.44,共有部份,鋼筋混凝土造,82年11月30日,七層,,
RPUNMLPJIIIGFHH78CC,30.0,78.24,住家用,鋼筋混凝土造,82年11月30日,七層,,
RPUNMLPJIIIGFHH78CC,30.0,9.45,住家用,鋼筋混凝土造,82年11月30日,七層,,
RPXNMLQJIIIGFAH48CC,27.0,36.95,住家用,鋼筋混凝土造,86年2月21日,十五層,,
RPXNMLQJIIIGFAH48CC,27.0,7.04,共有部份,鋼筋混凝土造,86年2月21日,十五層,,
RPQNMLPJIIIGFCH97DC,2.0,139.78,店舖、店舖（附屬停車空間）、住宅、梯間,鋼筋混凝土造,110年12月9日,二層,,
RPXNMLQJIIIGFAH48CC,27.0,0.79,共有部份,鋼筋混凝土造,86年2月21日,十五層,,
RPROMLQJIIIGFAH97CC,29.0,91.41,住家用,鋼筋混凝土造,83年6月28日,五層,,
RPROMLQJIIIGFAH97CC,29.0,23.65,共有部份,鋼筋混凝土造,83年6月28日,五層,,
RPWOMLQJIIIGFAH48CC,27.0,78.14,住家用,鋼筋混凝土造,86年2月21日,十五層,,
RPWOMLQJIIIGFAH48CC,27.0,14.86,共有部份,鋼筋混凝土造,86年2月21日,十五層,,
RPWOMLQJIIIGFAH48CC,27.0,35.84,共有部份,鋼筋混凝土造,86年2月21日,十五層,,
RPVNMLQJIIIGFAH28CC,25.0,71.12,住家用,鋼筋混凝土造,87年12月15日,十二層,,
RPVNMLQJIIIGFAH28CC,25.0,19.83,共有部份,鋼筋混凝土造,87年12月15日,十二層,,
RPVNMLQJIIIGFAH28CC,25.0,25.51,共有部份,鋼筋混凝土造,87年12月15日,十二層,,
RPVNMLPJIIIGFHH88CC,29.0,94.91,住家用,鋼筋混凝土造,83年12月27日,五層,,
RPVNMLPJIIIGFHH88CC,29.0,8.83,共有部份,鋼筋混凝土造,83年12月27日,五層,,
RPVNMLPJIIIGFHH88CC,29.0,36.97,共有部份,鋼筋混凝土造,83年12月27日,五層,,
RPVNMLPJIIIGFHH88CC,29.0,0.94,共有部份,鋼筋混凝土造,83年12月27日,五層,,
RPRNMLNJIIIGFHH28CC,44.0,73.8,住家用,鋼筋混凝土造,68年7月26日,四層,,
RPQOMLQJIIIGFBH97CC,43.0,88.89,住家用,鋼筋混凝土造,69年8月18日,四層,,
RPSNMLQJIIIGFBH08CC,31.0,65.19,住家用,鋼筋混凝土造,81年9月10日,七層,,
RPSNMLQJIIIGFBH08CC,31.0,10.57,共有部份,鋼筋混凝土造,81年9月10日,七層,,
RPSOMLQJIIIGFBH18CC,7.0,104.15,見其他登記事項,鋼筋混凝土造,105年9月10日,十四層,,
RPSOMLQJIIIGFBH18CC,7.0,54.62,本共有部分之項目有：停車空間、防空避難室、污水機房、備品室、消防泵浦室、自設機車位、獎停機車空間、排煙室、發電機室、台電配電室、環保處理室、電信機房、公共服務空間、汽車車道及陽台等１５項。,鋼筋混凝土造,105年9月10日,十五層,,
RPSOMLQJIIIGFBH18CC,7.0,27.98,本共有部分之項目有：電梯、梯廳、樓梯間、機房、水箱、排煙室及屋簷等７項。,鋼筋混凝土造,105年9月10日,十四層,,
RPWOMLQJIIIGFBH58CC,43.0,84.6,住家用,加強磚造,69年11月7日,二層,,
RPVOMLQJIIIGFBH48CC,30.0,73.59,住家用,鋼筋混凝土造,83年3月10日,七層,,
RPTOMLQJIIIGFBH28CC,3.0,56.75,見其他登記事項,鋼筋混凝土造,110年2月1日,七層,,
RPVOMLQJIIIGFBH48CC,30.0,33.3,共有部份,鋼筋混凝土造,83年3月10日,七層,,
RPTOMLQJIIIGFBH28CC,3.0,20.61,本共有部分之項目有：防空避難室兼停車空間、樓梯間、水箱、消防泵浦室、緊急發電機室、電信室、台電配電場所、垃圾暫存室、車道及梯廳等十項。,鋼筋混凝土造,110年2月1日,七層,,
RPVOMLQJIIIGFBH48CC,30.0,2.86,共有部份,鋼筋混凝土造,83年3月10日,七層,,
RPXPMLQJIIIGFBH78CC,29.0,99.18,住家用,鋼筋混凝土造,83年9月24日,十六層,,
RPXPMLQJIIIGFBH78CC,29.0,5.23,共有部份,鋼筋混凝土造,83年9月24日,十六層,,
RPXPMLQJIIIGFBH78CC,29.0,14.54,共有部份,鋼筋混凝土造,83年9月24日,十六層,,
RPRNMLQJIIIGFDH18CC,17.0,52.99,住家用,鋼筋混凝土造,96年1月4日,十層,,
RPRNMLQJIIIGFDH18CC,17.0,9.89,防空避難室兼停車空間、管理員室設備空間、蓄水池、梯間、社區中心,鋼筋混凝土造,96年1月4日,十層,,
RPRNMLQJIIIGFDH18CC,17.0,7.81,樓梯間、水箱、機械室,鋼筋混凝土造,96年1月4日,,,
RPTNMLQJIIIGFDH38CC,1.0,60.39,集合住宅,鋼筋混凝土造,111年4月8日,十五層,,
RPTNMLQJIIIGFDH38CC,1.0,14.52,本共有部分之項目有防空避難室兼停車空間、停車空間、集合住宅（附屬管委會、停車空間）等四項,鋼筋混凝土造,111年4月8日,十五層,,
RPTNMLQJIIIGFDH38CC,1.0,15.12,本共有部分之項目有（樓梯間、機械室、水箱）,鋼筋混凝土造,111年4月8日,十五層,,
RPPNMLQJIIIGFEH08CC,19.0,40.02,住家用,鋼筋混凝土造,93年10月15日,十二層,,
RPPNMLQJIIIGFEH08CC,19.0,11.95,共有部份,鋼筋混凝土造,93年10月15日,十二層,,
RPPNMLQJIIIGFEH08CC,19.0,6.69,共有部份,鋼筋混凝土造,93年10月15日,十二層,,
RPQNMLQJIIIGFEH18CC,8.0,103.28,自由職業事務所,鋼筋混凝土造,104年7月13日,十八層,,
RPQNMLQJIIIGFEH18CC,8.0,49.02,共有部份,鋼筋混凝土造,104年7月13日,十八層,,
RPQNMLQJIIIGFEH18CC,8.0,32.75,共有部份,鋼筋混凝土造,104年7月13日,十八層,,
RPROMLQJIIIGFEH38CC,27.0,206.5,廠房,鋼骨造,85年8月2日,一層,,
RPROMLQJIIIGFEH38CC,27.0,255.42,廠房,鋼骨造,85年7月24日,一層,,
RPSNMLQJIIIGFGH58CC,17.0,69.35,住家用,鋼筋混凝土造,96年2月2日,十三層,,
RPSNMLQJIIIGFGH58CC,17.0,12.52,共有部份,鋼筋混凝土造,96年2月2日,十三層,,
RPSNMLQJIIIGFGH58CC,17.0,2.34,共有部份,鋼筋混凝土造,96年2月2日,十三層,,
RPSNMLQJIIIGFGH58CC,17.0,11.36,共有部份,鋼筋混凝土造,96年2月2日,十三層,,
RPPPMLQJIIIGFEH28CC,3.0,83.21,住家用,鋼筋混凝土造,109年10月30日,五層,,
RPPPMLQJIIIGFEH28CC,3.0,17.86,共有部份,鋼筋混凝土造,109年10月30日,五層,,
RPWNMLQJIIIGFGH98CC,28.0,65.57,住家用,鋼筋混凝土造,85年3月16日,十二層,,
RPWNMLQJIIIGFGH98CC,28.0,40.39,共有部份,鋼筋混凝土造,85年3月16日,十二層,,
RPWNMLQJIIIGFGH98CC,28.0,6.96,共有部份,鋼筋混凝土造,85年3月16日,十二層,,
RPWNMLQJIIIGFGH98CC,28.0,9.53,共有部份,鋼筋混凝土造,85年3月16日,十二層,,
RPSNMLQJIIIGFHH68CC,1.0,67.06,共有部分項目：停車空間、汙雨水回收機房、消防泵浦室、蓄水池、梯間、發電機室、防空避難室兼停車空間、台電配電場所、電信室、垃圾冷藏處理室、集合住宅（附屬管委會使用空間、基地內通路）、集合住宅（附屬梯間）、機械室、水箱等項。,鋼筋混凝土造,111年6月21日,十五層,,
RPSNMLQJIIIGFHH68CC,1.0,85.95,集合住宅,鋼筋混凝土造,111年6月21日,十五層,,
RPTNMLQJIIIGFHH78CC,42.0,89.97,住家用,鋼筋混凝土造,70年7月11日,四層,,
RPUNMLQJIIIGFHH88CC,43.0,79.41,住家用,鋼筋混凝土造,69年8月6日,五層,,
RPRNMLQJIIIGFHH58CC,2.0,84.53,集合住宅,鋼筋混凝土造,111年2月14日,十五層,,
RPRNMLQJIIIGFHH58CC,2.0,39.77,共有部分之項目有：防空避難室兼停車空間、消防泵浦室、蓄水池、梯間、停車空間、發電機室、電信室、儲藏室、台電配電場所、水循環機房、水循環設備、資源回收室、垃圾冷藏室、垃圾處理空間、管委會使用空間、機械室及水箱等十七項。,鋼筋混凝土造,111年2月14日,十五層,,
RPVNMLQJIIIGFHH98CC,44.0,113.49,住家用,鋼筋混凝土造,69年2月11日,五層,,
RPPNMLQJIIIGFBH87DC,8.0,146.63,見其他登記事項,鋼筋混凝土造,104年10月21日,十八層,,
RPRNMLRJIIIGFEH38CC,30.0,67.71,住家用,鋼筋混凝土造,82年5月28日,七層,,
RPRNMLRJIIIGFEH38CC,30.0,13.12,共有部份,鋼筋混凝土造,82年5月28日,七層,,
RPRNMLRJIIIGFEH38CC,30.0,16.08,共有部份,鋼筋混凝土造,82年5月28日,七層,,
RPQNMLSJIIIGFBH08CC,19.0,79.16,住家用,鋼筋混凝土造,93年12月30日,十四層,,
RPQNMLSJIIIGFBH08CC,19.0,37.36,共有部份,鋼筋混凝土造,93年12月30日,十四層,,
RPQNMLSJIIIGFBH08CC,19.0,9.14,共有部份,鋼筋混凝土造,93年12月30日,十四層,,
RPQNMLKKIIIGFCH47CC,25.0,28.06,住家用,鋼筋混凝土造,87年4月7日,十四層,,
RPQNMLKKIIIGFCH47CC,25.0,0.36,共有部份,鋼筋混凝土造,87年4月7日,十四層,,
RPQNMLKKIIIGFCH47CC,25.0,8.72,共有部份,鋼筋混凝土造,87年4月7日,十四層,,
RPQNMLKKIIIGFCH47CC,25.0,4.04,共同使用，停車空間,鋼筋混凝土造,87年4月7日,十四層,,
RPRNMLKKIIIGFCH57CC,25.0,33.6,住家用,鋼筋混凝土造,87年4月7日,十四層,,
RPRNMLKKIIIGFCH57CC,25.0,0.43,共有部份,鋼筋混凝土造,87年4月7日,十四層,,
RPTNMLKKIIIGFCH77CC,21.0,27.51,見其他登記事項,鋼筋混凝土造,91年4月3日,十層,,
RPRNMLKKIIIGFCH57CC,25.0,10.45,共有部份,鋼筋混凝土造,87年4月7日,十四層,,
RPTNMLKKIIIGFCH77CC,21.0,5.92,共有部份,鋼筋混凝土造,91年4月3日,十層,,
RPRNMLKKIIIGFCH57CC,25.0,4.61,共同使用，停車空間,鋼筋混凝土造,87年4月7日,十四層,,
RPTNMLKKIIIGFCH77CC,21.0,5.38,共有部份,鋼筋混凝土造,91年4月3日,十層,,
RPSOMLLKIIIGFAH67CC,26.0,84.62,住家用,鋼筋混凝土造,86年11月28日,二十五層,,
RPTNMLKKIIIGFCH77CC,21.0,7.14,共有部份,鋼筋混凝土造,91年4月3日,十層,,
RPSOMLLKIIIGFAH67CC,26.0,9.26,共有部份,鋼筋混凝土造,86年11月28日,二十五層,,
RPTNMLKKIIIGFCH77CC,21.0,42.72,共用,鋼筋混凝土造,91年4月3日,十層,,
RPOPMLLKIIIGFAH37CC,29.0,100.56,住家用,鋼筋混凝土造,83年4月6日,七層,,
RPOPMLLKIIIGFAH37CC,29.0,28.45,共有部份,鋼筋混凝土造,83年4月6日,七層,,
RPPPMLLKIIIGFAH47CC,31.0,54.37,辦公室,鋼筋混凝土造,81年4月15日,九層,,
RPPPMLLKIIIGFAH47CC,31.0,25.12,共有部份,鋼筋混凝土造,81年4月15日,九層,,
RPPPMLLKIIIGFAH47CC,31.0,11.63,共有部份,鋼筋混凝土造,81年4月15日,九層,,
RPUPMLLKIIIGFAH97CC,28.0,112.43,住家用,鋼筋混凝土造,84年7月14日,十三層,,
RPUPMLLKIIIGFAH97CC,28.0,14.91,共有部份,鋼筋混凝土造,84年7月14日,十三層,,
RPUPMLLKIIIGFAH97CC,28.0,3.24,共有部份,鋼筋混凝土造,84年7月14日,十三層,,
RPUPMLLKIIIGFAH97CC,28.0,4.35,共有部份,鋼筋混凝土造,84年7月14日,十三層,,
RPUPMLLKIIIGFAH97CC,28.0,0.37,共有部份,鋼筋混凝土造,84年7月14日,十三層,,
RPXPMLLKIIIGFAH28CC,29.0,74.7,住家用,鋼筋混凝土造,83年10月5日,十七層,,
RPXPMLLKIIIGFAH28CC,29.0,10.1,共有部份,鋼筋混凝土造,83年10月5日,十七層,,
RPXPMLLKIIIGFAH28CC,29.0,15.53,共有部份,鋼筋混凝土造,83年10月5日,十七層,,
RPOQMLLKIIIGFAH47CC,4.0,14.35,住家用,鋼筋混凝土造,108年12月18日,九層,,
RPOQMLLKIIIGFAH47CC,4.0,9.69,本共有部分之項目有：集合住宅（附屬停車空間）、電梯間、梯間、機電空間、機房、水箱、防空避難室、汽車升降機道、停車空間等項。,鋼筋混凝土造,108年12月18日,九層,,
RPPQMLLKIIIGFAH57CC,29.0,87.68,住家用,鋼筋混凝土造,83年6月16日,七層,,
RPPQMLLKIIIGFAH57CC,29.0,12.33,共有部份,鋼筋混凝土造,83年6月16日,八層,,
RPPQMLLKIIIGFAH57CC,29.0,6.25,共有部份,鋼筋混凝土造,83年6月16日,八層,,
RPRQMLLKIIIGFAH77CC,3.0,57.99,住家用,鋼筋混凝土造,109年11月12日,二十三層,,
RPRQMLLKIIIGFAH77CC,3.0,30.36,本共有部分之項目有：停車空間、機電設備空間、防空避難室兼停車空間、集合住宅（梯廳、管委會使用空間、車道）、集合住宅（管委會使用空間）、集合住宅（游泳池、梯廳、管委會使用空間）、樓梯間、排煙室、水箱及電梯機房、消防機房等項。,鋼筋混凝土造,109年11月12日,二十三層,,
RPSQMLLKIIIGFAH87CC,30.0,101.32,住家用,鋼筋混凝土造,82年12月10日,十六層,,
RPSQMLLKIIIGFAH87CC,30.0,23.82,共有部份,鋼筋混凝土造,82年12月10日,十六層,,
RPVQMLLKIIIGFAH18CC,29.0,100.0,住家用,鋼筋混凝土造,83年9月15日,八層,,
RPVQMLLKIIIGFAH18CC,29.0,13.8,共有部份,鋼筋混凝土造,83年9月15日,八層,,
RPVQMLLKIIIGFAH18CC,29.0,39.39,共有部份,鋼筋混凝土造,83年9月15日,八層,,
RPUQMLLKIIIGFAH08CC,,94.56,住家用,鋼筋混凝土造,112年7月26日,十三層,,
RPWQMLLKIIIGFAH28CC,21.0,99.68,住家用,鋼筋混凝土造,91年11月8日,十層,,
RPUQMLLKIIIGFAH08CC,,47.71,本共有部分之項目有：集合住宅（附屬管委會使用空間、開放空間、車道、梯間、游泳池）、梯間、機房、水箱、防空避難室兼停車空間、台電配電室、發電機室、垃圾處理室、電信室、停車空間、泳池機房、蓄水池Ａ、蓄水池Ｂ、蓄水池Ｃ、蓄水池Ｄ、雨水回收機房、消防泵浦室等２１項,鋼筋混凝土造,112年7月26日,十五層,,
RPWQMLLKIIIGFAH28CC,21.0,33.94,共有部份,鋼筋混凝土造,91年11月8日,十層,,
RPXQMLLKIIIGFAH38CC,14.0,82.78,住家用,鋼筋混凝土造,98年4月10日,十層,,
RPXQMLLKIIIGFAH38CC,14.0,4.94,共有部份,鋼筋混凝土造,98年4月10日,十層,,
RPXQMLLKIIIGFAH38CC,14.0,32.09,共有部份,鋼筋混凝土造,98年4月10日,十層,,
RPORMLLKIIIGFAH57CC,12.0,146.89,住家用,鋼筋混凝土造,100年11月29日,十五層,,
RPORMLLKIIIGFAH57CC,12.0,62.42,本共有部分之項目有：集合住宅（停車空間、蓄水池、消防泵浦室、污水機房、防空避難室兼停車空間、台電配電室、電信室、發電機房、開放空間）等９項,鋼筋混凝土造,100年11月29日,十五層,,
RPORMLLKIIIGFAH57CC,12.0,25.8,本共有部分之項目有：住宅（附屬梯間）等１項。,鋼筋混凝土造,100年11月29日,十五層,,
RPPRMLLKIIIGFAH67CC,8.0,95.17,住家用,鋼筋混凝土造,104年8月10日,十四層,,
RPPRMLLKIIIGFAH67CC,8.0,91.18,本共有部分之項目有附屬（防空避難室兼停車空間、停車空間、公共服務空間、門廳、樓梯間、機械室、水箱）等７項。,鋼筋混凝土造,104年8月10日,十四層,,
RPRNMLLKIIIGFBH57CC,2.0,65.64,見其他登記事項,鋼筋混凝土造,110年8月18日,十五層,,
RPRNMLLKIIIGFBH57CC,2.0,74.97,本建物共有部分項目：門廳及公共服務空間、停車空間、防空避難室兼停車空間、梯廳、水錶室、機房、自來水箱、消防水箱、電梯機房等九項。,鋼筋混凝土造,110年8月18日,十五層,,
RPUNMLLKIIIGFBH87CC,16.0,18.83,住家用,鋼筋混凝土結構造,96年12月12日,七層,,
RPUNMLLKIIIGFBH87CC,16.0,7.21,共有部份,鋼筋混凝土結構造,96年12月12日,七層,,
RPUNMLLKIIIGFBH87CC,16.0,3.3,共有部份,鋼筋混凝土結構造,96年12月12日,七層,,
RPOOMLLKIIIGFBH37CC,12.0,82.94,見其他登記事項,鋼筋混凝土造,100年11月9日,十三層,,
RPOOMLLKIIIGFBH37CC,12.0,20.66,見其他登記事項,鋼筋混凝土造,100年11月9日,十三層,,
RPWOMLLKIIIGFBH18CC,29.0,14.68,住家用,鋼筋混凝土造,84年1月21日,十層,,
RPOOMLLKIIIGFBH37CC,12.0,55.9,見其他登記事項,鋼筋混凝土造,100年11月9日,十四層,,
RPWOMLLKIIIGFBH18CC,29.0,5.56,共有部份,鋼筋混凝土造,84年1月21日,十層,,
RPPPMLLKIIIGFBH57CC,42.0,87.82,住家用,鋼筋混凝土造,70年7月14日,五層,,
RPRPMLLKIIIGFBH77CC,,63.5,見其他登記事項,鋼筋混凝土造,112年5月9日,十一層,,
RPRPMLLKIIIGFBH77CC,,72.32,本共有部分之項目有：防空避難設備兼停車空間、停車空間、台電配電室、公共服務空間、管委會使用空間、樓梯間、機械室、水箱、梯廳、排煙室、信箱室、污水機房、消防機房、電信室、垃圾集中室、電錶集中處、受電箱及消防水箱等十八項。,鋼筋混凝土造,112年5月9日,十二層,,
RPSPMLLKIIIGFBH87CC,8.0,73.9,見其他登記事項,鋼筋混凝土造,105年2月19日,十三層,,
RPSPMLLKIIIGFBH87CC,8.0,17.84,本建物共有部分項目：樓梯間、機械室、水箱、消防水箱、梯廳、排煙室、行動不便昇降機、緊急昇降機、戶外安全梯、無障礙樓梯等１０項。,鋼筋混凝土造,105年2月19日,十三層,,
RPSPMLLKIIIGFBH87CC,8.0,47.81,本建物共有部分項目：管委會、公共服務空間、地下室排風管道、無障礙廁所、緊急昇降機排煙管道、緊急昇降機進風管道、汽機車車道、進風管道、排煙管道、台電配電場所、電信機房、緊急發電機房、台電通道、垃圾集中室、發電機進風管道、發電機排風管道、景觀機房、雨水機房、蓄水池、雨水處理設施、汙水機房、消防泵浦室、消防處理設施、停車空間、停車空間兼防空避難室等２５項。,鋼筋混凝土造,105年2月19日,十三層,,
RPUPMLLKIIIGFBH08CC,26.0,26.18,住家用,鋼筋混凝土造,87年3月21日,八層,,
RPUPMLLKIIIGFBH08CC,26.0,6.59,共有部份,鋼筋混凝土造,87年3月21日,八層,,
RPUPMLLKIIIGFBH08CC,26.0,4.86,共有部份,鋼筋混凝土造,87年3月21日,八層,,
RPXPMLLKIIIGFBH38CC,28.0,17.18,住家用,鋼筋混凝土造,84年9月23日,七層,,
RPXPMLLKIIIGFBH38CC,28.0,11.11,共有部份,鋼筋混凝土造,84年9月23日,七層,,
RPPQMLLKIIIGFBH67CC,4.0,43.32,見其他登記事項,鋼筋混凝土造,108年10月31日,五層,,
RPPQMLLKIIIGFBH67CC,4.0,21.13,本共有部分之項目有：停車空間、機房及梯間等３項。,鋼筋混凝土造,108年10月31日,五層,,
RPOQMLLKIIIGFBH57CC,20.0,114.07,住家用,鋼筋混凝土造,92年7月10日,十四層,,
RPOQMLLKIIIGFBH57CC,20.0,25.65,共有部份,鋼筋混凝土造,92年7月10日,十四層,,
RPOQMLLKIIIGFBH57CC,20.0,48.98,共有部份,鋼筋混凝土造,92年7月10日,十四層,,
RPVNMLLKIIIGFCH08CC,27.0,56.92,住家用,鋼筋混凝土造,85年6月26日,六層,,
RPVNMLLKIIIGFCH08CC,27.0,10.01,共有部份,鋼筋混凝土造,85年6月26日,六層,,
RPVNMLLKIIIGFCH08CC,27.0,11.25,共有部份,鋼筋混凝土造,85年6月26日,六層,,
RPRQMLLKIIIGFBH87CC,1.0,59.67,見其他登記事項,鋼筋混凝土造,111年12月16日,五層,,
RPUNMLLKIIIGFCH97CC,27.0,53.64,住家用,鋼筋混凝土造,85年6月26日,六層,,
RPUNMLLKIIIGFCH97CC,27.0,9.3,共有部份,鋼筋混凝土造,85年6月26日,六層,,
RPRQMLLKIIIGFBH87CC,1.0,12.56,本共有部分之項目有：樓梯間、梯廳、電信室、停車空間及機械房等五項,鋼筋混凝土造,111年12月16日,五層,,
RPUNMLLKIIIGFCH97CC,27.0,10.45,共有部份,鋼筋混凝土造,85年6月26日,六層,,
RPWNMLLKIIIGFCH18CC,27.0,54.13,住家用,鋼筋混凝土造,85年6月26日,六層,,
RPWNMLLKIIIGFCH18CC,27.0,9.41,共有部份,鋼筋混凝土造,85年6月26日,六層,,
RPWNMLLKIIIGFCH18CC,27.0,10.57,共有部份,鋼筋混凝土造,85年6月26日,六層,,
RPXNMLLKIIIGFCH28CC,45.0,161.36,住家用,加強磚造,67年8月26日,二層,,
RPQQMLLKIIIGFBH77CC,17.0,41.48,住家用,鋼筋混凝土造,96年3月1日,十五層,,
RPQQMLLKIIIGFBH77CC,17.0,8.1,共有部份,鋼筋混凝土造,96年3月1日,十五層,,
RPQQMLLKIIIGFBH77CC,17.0,7.94,共有部份,鋼筋混凝土造,96年3月1日,十五層,,
RPOOMLLKIIIGFCH47CC,30.0,100.69,住家用,鋼筋混凝土造,82年10月19日,五層,,
RPOOMLLKIIIGFCH47CC,30.0,15.27,住家用,鋼筋混凝土造,82年10月19日,五層,,
RPOOMLLKIIIGFCH47CC,30.0,49.97,防空避難室、停車場,鋼筋混凝土造,82年10月19日,五層,,
RPPOMLLKIIIGFCH57CC,30.0,88.97,住家用,鋼筋混凝土造,82年10月19日,五層,,
RPPOMLLKIIIGFCH57CC,30.0,3.57,樓梯間、水箱,鋼筋混凝土造,82年10月19日,五層,,
RPPOMLLKIIIGFCH57CC,30.0,7.1,防空避難室、停車場,鋼筋混凝土造,82年10月19日,五層,,
RPSNMLLKIIIGFDH87CC,26.0,86.34,住家用,鋼筋混凝土造,86年12月24日,十三層,,
RPSNMLLKIIIGFDH87CC,26.0,13.17,防空避難室、管理中心,鋼筋混凝土造,86年12月24日,十三層,,
RPSNMLLKIIIGFDH87CC,26.0,11.45,樓梯間、電梯間、機房、水箱,鋼筋混凝土造,86年12月24日,十三層,,
RPTNMLLKIIIGFDH97CC,31.0,58.43,住家用,鋼筋混凝土造,81年6月16日,五層,,
RPTNMLLKIIIGFDH97CC,31.0,15.05,見其他登記事項,鋼筋混凝土造,81年6月16日,五層,,
RPVNMLLKIIIGFDH18CC,5.0,63.34,集合住宅,鋼筋混凝土造,107年11月22日,十五層,,
RPVNMLLKIIIGFDH18CC,5.0,32.18,本共有部分之項目有：防空避難室兼停車空間、停車空間、集合住宅（附屬公共服務空間、附屬停車空間、附屬管委會空間）、梯間、水箱、機械室等八項,鋼筋混凝土造,107年11月22日,十五層,,
RPUNMLLKIIIGFDH08CC,39.0,104.77,住家用,加強磚造,73年11月21日,二層,,
RPVNMLLKIIIGFEH28CC,20.0,87.98,住家用,鋼筋混凝土造,92年6月19日,十三層,,
RPVNMLLKIIIGFEH28CC,20.0,14.13,共有部份,鋼筋混凝土造,92年6月19日,十三層,,
RPUNMLLKIIIGFEH18CC,27.0,71.97,住家用,鋼筋混凝土造,85年12月3日,二十五層,,
RPVNMLLKIIIGFEH28CC,20.0,16.01,共有部份,鋼筋混凝土造,92年6月19日,十三層,,
RPUNMLLKIIIGFEH18CC,27.0,2.82,共有部份,鋼筋混凝土造,85年12月3日,二十五層,,
RPUNMLLKIIIGFEH18CC,27.0,14.62,共有部份,鋼筋混凝土造,85年12月3日,二十五層,,
RPWNMLLKIIIGFEH38CC,28.0,19.23,住家用,鋼筋混凝土造,84年8月11日,二十層,,
RPWNMLLKIIIGFEH38CC,28.0,4.53,共有部份,鋼筋混凝土造,84年8月11日,二十層,,
RPWNMLLKIIIGFEH38CC,28.0,3.13,共有部份,鋼筋混凝土造,84年8月11日,二十層,,
RPOOMLLKIIIGFEH67CC,10.0,88.23,住家用,鋼筋混凝土造,102年5月28日,十層,,
RPOOMLLKIIIGFEH67CC,10.0,54.49,共有部份,鋼筋混凝土造,102年5月28日,十層,,
RPOOMLLKIIIGFEH67CC,10.0,21.83,共有部份,鋼筋混凝土造,102年5月28日,十層,,
RPXNMLLKIIIGFGH68CC,29.0,136.3,住家用,鋼筋混凝土造,83年8月3日,十六層,,
RPXNMLLKIIIGFGH68CC,29.0,37.8,共有部份,鋼筋混凝土造,83年8月3日,十六層,,
RPOOMLLKIIIGFGH87CC,25.0,75.29,住家用,鋼筋混凝土造,87年3月31日,九層,,
RPOOMLLKIIIGFGH87CC,25.0,41.66,共有部份,鋼筋混凝土造,87年3月31日,九層,,
RPOOMLLKIIIGFGH87CC,25.0,21.62,共有部份,鋼筋混凝土造,87年3月31日,十層,,
RPPOMLLKIIIGFHH08CC,20.0,92.24,住家用,鋼筋混凝土造,92年8月21日,十四層,,
