serial_number,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPTNMLMJIIIGFDH97CC,30.0,79.33,住家用,鋼筋混凝土造,82年12月30日,六層,NULL,NULL
RPQNMLMJIIIGFEH77CC,27.0,30.0,共有部份,鋼筋混凝土造,85年6月24日,十九層,NULL,NULL
RPTNMLMJIIIGFDH97CC,30.0,3.75,見其他登記事項,鋼筋混凝土造,82年12月30日,六層,NULL,NULL
RPPNMLMJIIIGFDH57CC,28.0,57.85,住家用,鋼筋混凝土造,84年11月7日,十二層,NULL,NULL
RPQNMLMJIIIGFEH77CC,27.0,32.56,共有部份,鋼筋混凝土造,85年6月24日,十九層,NULL,NULL
RPTNMLMJIIIGFDH97CC,30.0,18.26,防空避難室、停車場、守衛室、管理員室,鋼筋混凝土造,82年12月30日,七層,NULL,NULL
RPPNMLMJIIIGFDH57CC,28.0,36.37,停車場兼防空避難室,鋼筋混凝土造,84年11月7日,十二層,NULL,NULL
RPPNMLMJIIIGFDH57CC,28.0,8.24,電梯、樓梯、屋頂突出物、機房、水箱、門廳,鋼筋混凝土造,84年11月7日,十二層,NULL,NULL
RPSNMLMJIIIGFGH18CC,18.0,77.19,住家用,鋼筋混凝土造,94年10月6日,十三層,NULL,NULL
RPSNMLMJIIIGFGH18CC,18.0,10.25,共有部份,鋼筋混凝土造,94年10月6日,十三層,NULL,NULL
RPSNMLMJIIIGFGH18CC,18.0,11.06,共有部份,鋼筋混凝土造,94年10月6日,十三層,NULL,NULL
RPOOMLMJIIIGFGH87CC,11.0,90.62,住家用,鋼筋混凝土造,101年11月20日,十三層,NULL,NULL
RPVNMLMJIIIGFHH58CC,2.0,19.83,集合住宅,鋼筋混凝土造,111年3月16日,五層,NULL,NULL
RPOOMLMJIIIGFGH87CC,11.0,72.4,共有部份,鋼筋混凝土造,101年11月20日,十三層,NULL,NULL
RPWNMLNJIIIGFAH08CC,43.0,79.96,住家用,鋼筋混凝土造,69年8月9日,四層,NULL,NULL
RPROMLNJIIIGFAH67CC,22.0,79.19,住家用,鋼筋混凝土造,90年5月9日,十三層,NULL,NULL
RPROMLNJIIIGFAH67CC,22.0,11.89,共有部份,鋼筋混凝土造,90年5月9日,十三層,NULL,NULL
RPROMLNJIIIGFAH67CC,22.0,15.99,共有部份,鋼筋混凝土造,90年5月9日,十四層,NULL,NULL
RPOOMLMJIIIGFHH97CC,14.0,69.28,住家用,鋼筋混凝土造,98年10月5日,十五層,NULL,NULL
RPOOMLMJIIIGFHH97CC,14.0,27.21,本共有部分之項目有（附屬管理室、開放空間、公共服務空間、附屬梯間、附屬防空避難室兼停車空間、台電受電室、電信室、蓄水池、附屬停車空間、發電機房、消防泵浦室、污水機房、附屬機房、水箱）等１４項,鋼筋混凝土造,98年10月5日,十五層,NULL,NULL
RPWNMLMJIIIGFHH68CC,4.0,89.49,住家用,鋼筋混凝土造,108年12月5日,十五層,NULL,NULL
RPWNMLMJIIIGFHH68CC,4.0,19.62,共有部分之項目有：樓梯間、電梯機房、水箱等項。,鋼筋混凝土造,108年12月5日,十五層,NULL,NULL
RPWNMLMJIIIGFHH68CC,4.0,53.31,共有部分之項目有：停車空間、台電配電場所、管委會使用空間、防空避難室兼停車空間等項。,鋼筋混凝土造,108年12月5日,十五層,NULL,NULL
RPPOMLMJIIIGFHH08CC,2.0,19.83,集合住宅,鋼筋混凝土造,111年3月16日,五層,NULL,NULL
RPUOMLNJIIIGFAH97CC,9.0,66.44,住家用,鋼筋混凝土造,103年6月10日,十四層,NULL,NULL
RPUOMLNJIIIGFAH97CC,9.0,29.67,本共有部分之項目有防空避難室兼停車空間、梯間、蓄水池、消防泵浦室、污水機房、停車空間、發電機室、台電配電場所、電信室、水景機房、垃圾冷藏處理室、公共服務空間、垃圾處理室、管理委員會使用空間及機械室、水箱等１６項。,鋼筋混凝土造,103年6月10日,十四層,NULL,NULL
RPWOMLNJIIIGFAH18CC,44.0,67.16,住家用,鋼筋混凝土造,68年11月26日,五層,NULL,NULL
RPVOMLNJIIIGFAH08CC,29.0,98.95,住家用,鋼筋混凝土造,83年11月30日,十二層,NULL,NULL
RPVOMLNJIIIGFAH08CC,29.0,21.68,共有部份,鋼筋混凝土造,83年11月30日,十三層,NULL,NULL
RPXOMLNJIIIGFAH28CC,20.0,60.64,住家用,鋼筋混凝土造,92年11月14日,十四層,NULL,NULL
RPXOMLNJIIIGFAH28CC,20.0,13.34,共有部份,鋼筋混凝土造,92年11月14日,十四層,NULL,NULL
RPXOMLNJIIIGFAH28CC,20.0,10.49,共有部份,鋼筋混凝土造,92年11月14日,十四層,NULL,NULL
RPPNMLNJIIIGFBH47CC,32.0,87.84,住家用,鋼筋混凝土造,80年8月30日,六層,NULL,NULL
RPPNMLNJIIIGFBH47CC,32.0,9.65,見其他登記事項,鋼筋混凝土造,80年8月30日,六層,NULL,NULL
RPOPMLNJIIIGFAH47CC,21.0,59.93,住家用,鋼筋混凝土造,91年11月28日,八層,NULL,NULL
RPQNMLNJIIIGFBH57CC,21.0,89.94,住家用,鋼筋混凝土造,91年4月4日,十四層,NULL,NULL
RPQNMLNJIIIGFBH57CC,21.0,11.07,共有部份,鋼筋混凝土造,91年4月4日,十四層,NULL,NULL
RPQNMLNJIIIGFBH57CC,21.0,20.47,共有部份,鋼筋混凝土造,91年4月4日,十四層,NULL,NULL
RPOPMLNJIIIGFAH47CC,21.0,9.59,共有部份,鋼筋混凝土造,91年11月28日,八層,NULL,NULL
RPOPMLNJIIIGFAH47CC,21.0,11.74,共有部份,鋼筋混凝土造,91年11月28日,八層,NULL,NULL
RPUNMLNJIIIGFBH97CC,24.0,87.22,住家用,鋼筋混凝土造,88年5月28日,十四層,NULL,NULL
RPUNMLNJIIIGFBH97CC,24.0,32.26,共有部份,鋼筋混凝土造,88年5月28日,十四層,NULL,NULL
RPUNMLNJIIIGFBH97CC,24.0,11.01,共有部份,鋼筋混凝土造,88年5月28日,十四層,NULL,NULL
RPUNMLNJIIIGFBH97CC,24.0,0.08,警衛室,鋼筋混凝土造,88年5月28日,十四層,NULL,NULL
RPOOMLNJIIIGFBH47CC,NULL,57.98,集合住宅,鋼筋混凝土造,112年5月31日,五層,NULL,NULL
RPUNMLNJIIIGFBH97CC,24.0,0.02,共有部份,鋼筋混凝土造,88年5月28日,十四層,NULL,NULL
RPOOMLNJIIIGFBH47CC,NULL,19.68,共有部分主要用途有：集合住宅（附屬停車空間、機電設備空間、管委會空間）、機械室、水箱間、梯廳、無障礙安全梯、電信室、水箱、台電配電室等１０項。,鋼筋混凝土造,112年5月31日,五層,NULL,NULL
RPQOMLNJIIIGFBH67CC,28.0,98.34,住家用,鋼筋混凝土造,84年5月18日,九層,NULL,NULL
RPQOMLNJIIIGFBH67CC,28.0,1.69,共有部份,鋼筋混凝土造,84年5月18日,九層,NULL,NULL
RPQOMLNJIIIGFBH67CC,28.0,5.03,共有部份,鋼筋混凝土造,84年5月18日,九層,NULL,NULL
RPQOMLNJIIIGFBH67CC,28.0,20.37,共有部份,鋼筋混凝土造,84年5月18日,九層,NULL,NULL
RPOPMLNJIIIGFBH57CC,26.0,22.37,住家用,鋼筋混凝土造,86年8月11日,七層,NULL,NULL
RPOPMLNJIIIGFBH57CC,26.0,5.58,共有部份,鋼筋混凝土造,86年8月11日,七層,NULL,NULL
RPOPMLNJIIIGFBH57CC,26.0,2.85,共有部份,鋼筋混凝土造,86年8月11日,八層,NULL,NULL
RPPNMLNJIIIGFCH57CC,43.0,108.32,住家用,加強磚造,70年2月15日,二層,NULL,NULL
RPTPMLNJIIIGFBH08CC,30.0,20.48,住家用,鋼筋混凝土造,83年3月2日,七層,NULL,NULL
RPPQMLNJIIIGFBH77CC,26.0,22.44,住家用,鋼筋混凝土造,86年10月13日,十八層,NULL,NULL
RPTPMLNJIIIGFBH08CC,30.0,8.09,共有部份,鋼筋混凝土造,83年3月2日,七層,NULL,NULL
RPTPMLNJIIIGFBH08CC,30.0,0.01,共有部份,鋼筋混凝土造,83年3月2日,七層,NULL,NULL
RPPQMLNJIIIGFBH77CC,26.0,5.9,共有部份,鋼筋混凝土造,86年10月13日,十八層,NULL,NULL
RPTPMLNJIIIGFBH08CC,30.0,1.32,共有部份,鋼筋混凝土造,83年3月2日,七層,NULL,NULL
RPPQMLNJIIIGFBH77CC,26.0,0.0,共有部份,鋼筋混凝土造,86年10月13日,十八層,NULL,NULL
RPPQMLNJIIIGFBH77CC,26.0,4.02,共有部份,鋼筋混凝土造,86年10月13日,十八層,NULL,NULL
RPPQMLNJIIIGFBH77CC,26.0,0.0,共有部份,鋼筋混凝土造,86年10月13日,十八層,NULL,NULL
RPSNMLNJIIIGFCH87CC,40.0,113.97,住家用,鋼筋混凝土造,72年5月13日,四層,NULL,NULL
RPTNMLNJIIIGFDH08CC,30.0,95.23,住家用,鋼筋混凝土造,82年8月17日,八層,NULL,NULL
RPTNMLNJIIIGFDH08CC,30.0,23.93,共有部份,鋼筋混凝土造,82年8月17日,八層,NULL,NULL
RPRNMLNJIIIGFCH77CC,28.0,56.09,住家用,鋼筋混凝土造,84年7月10日,八層,NULL,NULL
RPRNMLNJIIIGFCH77CC,28.0,15.94,見其他登記事項,鋼筋混凝土造,84年7月10日,八層,NULL,NULL
RPSNMLNJIIIGFDH97CC,29.0,120.29,住家用,鋼筋混凝土造,83年12月5日,八層,NULL,NULL
RPSNMLNJIIIGFDH97CC,29.0,15.2,見其他登記事項,鋼筋混凝土造,83年12月5日,八層,NULL,NULL
RPSNMLNJIIIGFDH97CC,29.0,4.32,共有部份,鋼筋混凝土造,83年12月5日,八層,NULL,NULL
RPUNMLNJIIIGFDH18CC,31.0,51.89,住家用,鋼筋混凝土造,81年9月23日,七層,NULL,NULL
RPUNMLNJIIIGFDH18CC,31.0,6.49,共有部份,鋼筋混凝土造,81年9月23日,七層,NULL,NULL
RPUNMLNJIIIGFDH18CC,31.0,3.45,共有部份,鋼筋混凝土造,81年9月23日,七層,NULL,NULL
RPTQMLNJIIIGFEH48CC,13.0,30.6,研究發展設施,鋼筋混凝土造,99年6月24日,九層,NULL,NULL
RPQNMLNJIIIGFGH08CC,7.0,71.54,住家用,鋼筋混凝土造,105年7月1日,十五層,NULL,NULL
RPQNMLNJIIIGFGH08CC,7.0,66.79,共有部份,鋼筋混凝土造,105年7月1日,十五層,NULL,NULL
RPTNMLNJIIIGFGH38CC,19.0,26.16,見其他登記事項,鋼筋混凝土造,94年1月30日,十二層,NULL,NULL
RPTNMLNJIIIGFGH38CC,19.0,11.1,共有部份,鋼筋混凝土造,94年1月30日,十二層,NULL,NULL
RPSNMLNJIIIGFGH28CC,9.0,70.76,住家用,鋼筋混凝土造,103年8月7日,二十五層,NULL,NULL
RPSNMLNJIIIGFGH28CC,9.0,16.86,共有部分、（停車空間、台電配電場所、防空避難室、管委會使用空間）,鋼筋混凝土造,103年8月7日,二十五層,NULL,NULL
RPSNMLNJIIIGFGH28CC,9.0,14.74,共有部份,鋼筋混凝土造,103年8月7日,二十五層,NULL,NULL
RPXNMLNJIIIGFGH78CC,19.0,85.67,住家用,鋼筋混凝土造,93年7月1日,十四層,NULL,NULL
RPXNMLNJIIIGFGH78CC,19.0,30.27,共有部份,鋼筋混凝土造,93年7月1日,十五層,NULL,NULL
RPWNMLNJIIIGFGH68CC,30.0,87.19,住家用,鋼筋混凝土造,82年7月23日,七層,NULL,NULL
RPWNMLNJIIIGFGH68CC,30.0,12.07,共有部份,鋼筋混凝土造,82年7月23日,七層,NULL,NULL
RPQOMLNJIIIGFGH18CC,28.0,85.85,住家用,鋼筋混凝土造,84年3月30日,五層,NULL,NULL
RPQOMLNJIIIGFGH18CC,28.0,34.74,共有部份,鋼筋混凝土造,84年3月30日,五層,NULL,NULL
RPQOMLNJIIIGFGH18CC,28.0,8.64,共有部份,鋼筋混凝土造,84年3月30日,五層,NULL,NULL
RPVNMLNJIIIGFHH68CC,8.0,10.9,住家用,鋼筋混凝土造,104年11月13日,二十四層,NULL,NULL
RPPOMLNJIIIGFHH18CC,16.0,23.96,住家用,鋼筋混凝土造,96年11月22日,七層,NULL,NULL
RPPOMLNJIIIGFHH18CC,16.0,6.27,共有部份,鋼筋混凝土造,96年11月22日,七層,NULL,NULL
RPPOMLNJIIIGFHH18CC,16.0,8.37,共有部份,鋼筋混凝土造,96年11月22日,七層,NULL,NULL
RPRNMLOJIIIGFAH67CC,43.0,66.0,住家用,鋼筋混凝土造,69年4月24日,四層,NULL,NULL
RPSNMLOJIIIGFAH77CC,29.0,99.25,住家用,鋼筋混凝土造,83年10月5日,十七層,NULL,NULL
RPSNMLOJIIIGFAH77CC,29.0,15.01,共有部份,鋼筋混凝土造,83年10月5日,十七層,NULL,NULL
RPSNMLOJIIIGFAH77CC,29.0,19.84,共有部份,鋼筋混凝土造,83年10月5日,十七層,NULL,NULL
RPPNMLOJIIIGFAH47CC,30.0,100.54,住家用,鋼筋混凝土造,82年8月20日,二十三層,NULL,NULL
RPPNMLOJIIIGFAH47CC,30.0,22.37,共有部份,鋼筋混凝土造,82年8月20日,二十三層,NULL,NULL
RPUNMLOJIIIGFAH97CC,33.0,60.22,住家用,鋼筋混凝土造,79年4月30日,五層,NULL,NULL
RPWNMLOJIIIGFAH18CC,35.0,19.8,住家用,鋼筋混凝土造,77年11月10日,五層,NULL,NULL
RPPPMLOJIIIGFAH67CC,7.0,62.08,住家用,鋼筋混凝土造,105年7月13日,二十一層,NULL,NULL
RPPPMLOJIIIGFAH67CC,7.0,57.35,本共有部分之項目有防空避難室兼停車空間、停車空間、管理員室、公共服務空間、梯間、機械室、水箱等７項。,鋼筋混凝土造,105年7月13日,二十一層,NULL,NULL
RPSPMLOJIIIGFAH97CC,28.0,36.63,住家用,鋼筋混凝土造,84年3月24日,十二層,NULL,NULL
RPSPMLOJIIIGFAH97CC,28.0,4.11,共有部份,鋼筋混凝土造,84年3月24日,十二層,NULL,NULL
RPSPMLOJIIIGFAH97CC,28.0,1.13,共有部份,鋼筋混凝土造,84年3月24日,十二層,NULL,NULL
RPSPMLOJIIIGFAH97CC,28.0,3.62,共有部份,鋼筋混凝土造,84年3月24日,十二層,NULL,NULL
RPQNMLSLRHIGFBH56DC,41.0,46.93,住商用,加強磚造,71年4月22日,二層,NULL,NULL
RPWPMLOJIIIGFAH38CC,45.0,12.0,住家用,加強磚造,67年7月10日,二層,NULL,NULL
RPPQMLOJIIIGFAH77CC,19.0,91.88,住家用,鋼筋混凝土造,93年7月23日,十二層,NULL,NULL
RPPQMLOJIIIGFAH77CC,19.0,18.57,共有部份,鋼筋混凝土造,93年7月23日,十二層,NULL,NULL
RPPQMLOJIIIGFAH77CC,19.0,9.94,共有部份,鋼筋混凝土造,93年7月23日,十二層,NULL,NULL
RPQNMLOJIIIGFBH67CC,28.0,104.29,住家用,鋼筋混凝土造,84年8月18日,十四層,NULL,NULL
RPQNMLOJIIIGFBH67CC,28.0,6.12,共有部份,鋼筋混凝土造,84年8月18日,十四層,NULL,NULL
RPROMLOJIIIGFBH87CC,8.0,79.27,見其他登記事項,鋼筋混凝土造,104年12月30日,十五層,NULL,NULL
RPROMLOJIIIGFBH87CC,8.0,64.71,本共有部分之項目有：防空避難室兼停車空間、停車空間、車道、消防泵浦室、汙水機房、發電機室、梯間、水景機房、警衛室、排煙室、蓄水池、台電配電場所、電信室、垃圾處理空間、管委會使用空間、梯廳、梯廳兼排煙室、水箱、機械室、門廊等共二十項。,鋼筋混凝土造,104年12月30日,十五層,NULL,NULL
RPPOMLOJIIIGFBH67CC,8.0,69.16,見其他登記事項,鋼筋混凝土造,104年8月31日,十一層,NULL,NULL
RPPOMLOJIIIGFBH67CC,8.0,65.35,本共有部分之項目有：防空避難室兼停車空間、停車空間、管理委員會、樓梯間、機械房、水箱、蓄水池、消防泵浦室、雨水滯洪池、消防水池、污水機房、車道、台電配電場所、垃圾貯集室、發電機房、電信機房、管委會使用空間、梯廳、雨遮等共十九項。,鋼筋混凝土造,104年8月31日,十一層,NULL,NULL
RPSOMLOJIIIGFBH97CC,2.0,61.61,見其他登記事項,鋼筋混凝土造,111年1月12日,十五層,NULL,NULL
RPSOMLOJIIIGFBH97CC,2.0,30.79,見其他登記事項,鋼筋混凝土造,111年1月12日,十五層,NULL,NULL
RPUOMLOJIIIGFBH18CC,30.0,59.69,住家用,鋼筋混凝土造,83年2月5日,七層,NULL,NULL
RPUOMLOJIIIGFBH18CC,30.0,7.53,共有部份,鋼筋混凝土造,83年2月5日,七層,NULL,NULL
RPUOMLOJIIIGFBH18CC,30.0,1.62,共有部份,鋼筋混凝土造,83年2月5日,七層,NULL,NULL
RPVOMLOJIIIGFBH28CC,23.0,57.69,住家用,鋼筋混凝土造,90年3月1日,九層,NULL,NULL
RPVOMLOJIIIGFBH28CC,23.0,39.9,共有部份,鋼筋混凝土造,90年3月1日,九層,NULL,NULL
RPVOMLOJIIIGFBH28CC,23.0,8.6,見其他登記事項,鋼筋混凝土造,90年3月1日,九層,NULL,NULL
RPWOMLOJIIIGFBH38CC,19.0,18.94,住家用,鋼筋混凝土造,93年4月10日,十層,NULL,NULL
RPWOMLOJIIIGFBH38CC,19.0,5.87,共有部份,鋼筋混凝土造,93年4月10日,十層,NULL,NULL
RPWOMLOJIIIGFBH38CC,19.0,0.81,共有部份,鋼筋混凝土造,93年4月10日,十層,NULL,NULL
RPWOMLOJIIIGFBH38CC,19.0,2.46,共有部份,鋼筋混凝土造,93年4月10日,十層,NULL,NULL
RPXOMLOJIIIGFBH48CC,26.0,44.48,住家用,鋼筋混凝土造,86年11月3日,五層,NULL,NULL
RPXOMLOJIIIGFBH48CC,26.0,9.23,共有部份,鋼筋混凝土造,86年11月3日,五層,NULL,NULL
RPRPMLOJIIIGFBH97CC,23.0,34.73,住家用,鋼筋混凝土造,89年8月8日,十四層,NULL,NULL
RPRPMLOJIIIGFBH97CC,23.0,7.69,共有部份,鋼筋混凝土造,89年8月8日,十四層,NULL,NULL
RPRPMLOJIIIGFBH97CC,23.0,0.0,共有部份,鋼筋混凝土造,89年8月8日,十四層,NULL,NULL
RPRPMLOJIIIGFBH97CC,23.0,3.03,共有部份,鋼筋混凝土造,89年8月8日,十四層,NULL,NULL
RPQPMLOJIIIGFBH87CC,30.0,64.57,住家用,鋼筋混凝土造,82年7月23日,十一層,NULL,NULL
RPQPMLOJIIIGFBH87CC,30.0,11.6,共有部份,鋼筋混凝土造,82年7月23日,十一層,NULL,NULL
RPQPMLOJIIIGFBH87CC,30.0,4.23,共有部份,鋼筋混凝土造,82年7月23日,十一層,NULL,NULL
RPOOMLOJIIIGFCH67CC,27.0,104.62,住家用,鋼筋混凝土造,86年1月30日,十四層,NULL,NULL
RPOOMLOJIIIGFCH67CC,27.0,6.77,共有部份,鋼筋混凝土造,86年1月30日,十四層,NULL,NULL
RPTNMLOJIIIGFCH08CC,30.0,93.45,住家用,鋼筋混凝土造,83年1月14日,五層,NULL,NULL
RPOOMLOJIIIGFCH67CC,27.0,1.81,共有部份,鋼筋混凝土造,86年1月30日,十八層,NULL,NULL
RPTNMLOJIIIGFCH08CC,30.0,30.32,停車間,鋼筋混凝土造,83年1月14日,五層,NULL,NULL
RPOOMLOJIIIGFCH67CC,27.0,0.96,共有部份,鋼筋混凝土造,86年1月30日,十八層,NULL,NULL
RPTNMLOJIIIGFCH08CC,30.0,3.31,樓梯間、水塔,鋼筋混凝土造,83年1月14日,五層,NULL,NULL
RPOOMLOJIIIGFCH67CC,27.0,0.05,共有部份,鋼筋混凝土造,86年1月30日,一層,NULL,NULL
RPRNMLOJIIIGFDH97CC,30.0,89.37,住家用,鋼筋混凝土造,82年12月30日,七層,NULL,NULL
RPRNMLOJIIIGFDH97CC,30.0,3.25,見其他登記事項,鋼筋混凝土造,82年12月30日,七層,NULL,NULL
RPRNMLOJIIIGFDH97CC,30.0,21.3,防空避難室、停車場、守衛室、管理員室,鋼筋混凝土造,82年12月30日,七層,NULL,NULL
RPPOMLOJIIIGFCH77CC,5.0,94.1,見其他登記事項,鋼筋混凝土造,107年8月15日,二十一層,NULL,NULL
RPPOMLOJIIIGFCH77CC,5.0,81.17,共有部分：停車空間、防空避難室兼停車空間、集合住宅（附屬公共服務空間及管理室）、梯間、機械室、水箱、陽台。,鋼筋混凝土造,107年8月15日,二十四層,NULL,NULL
RPSNMLOJIIIGFDH08CC,27.0,77.46,住家用,鋼筋混凝土造,85年9月30日,九層,NULL,NULL
RPSNMLOJIIIGFDH08CC,27.0,3.24,共有部份,鋼筋混凝土造,85年9月30日,十層,NULL,NULL
RPSNMLOJIIIGFDH08CC,27.0,6.79,共有部份,鋼筋混凝土造,85年9月30日,十層,NULL,NULL
RPTNMLOJIIIGFDH18CC,31.0,109.39,住家用,鋼筋混凝土造,81年12月23日,六層,NULL,NULL
RPUNMLOJIIIGFDH28CC,28.0,57.85,住家用,鋼筋混凝土造,84年11月7日,十二層,NULL,NULL
RPOOMLOJIIIGFDH77CC,5.0,91.48,集合住宅,鋼筋混凝土造,107年8月8日,十三層,NULL,NULL
RPOOMLOJIIIGFDH77CC,5.0,58.49,本共有部分之項目有：公共服務空間、管委會使用空間、停車空間、防空避難室等４項,鋼筋混凝土造,107年8月8日,十五層,NULL,NULL
RPOOMLOJIIIGFDH77CC,5.0,23.44,本共有部分之項目有：梯間、電梯機房、水箱等３項,鋼筋混凝土造,107年8月8日,十三層,NULL,NULL
RPROMLOJIIIGFEH18CC,31.0,181.63,見其他登記事項,鋼筋混凝土造,81年10月23日,四層,NULL,NULL
RPPOMLOJIIIGFDH87CC,5.0,85.44,集合住宅,鋼筋混凝土造,107年11月22日,十五層,NULL,NULL
RPPOMLOJIIIGFDH87CC,5.0,43.41,本共有部分之項目有：防空避難室兼停車空間、停車空間、集合住宅（附屬公共服務空間、附屬停車空間、附屬管委會空間）、梯間、水箱、機械室等八項,鋼筋混凝土造,107年11月22日,十五層,NULL,NULL
RPTOMLOJIIIGFEH38CC,5.0,91.44,見其他登記事項,鋼筋混凝土造,107年3月30日,十三層,NULL,NULL
RPTOMLOJIIIGFEH38CC,5.0,74.86,共有部份,鋼筋混凝土造,107年3月30日,十三層,NULL,NULL
RPQNMLOJIIIGFGH18CC,30.0,106.15,住家用,鋼筋混凝土造,82年7月8日,十三層,NULL,NULL
RPQNMLOJIIIGFGH18CC,30.0,22.52,共有部份,鋼筋混凝土造,82年7月8日,十三層,NULL,NULL
RPPNMLOJIIIGFGH08CC,5.0,98.83,住家用,鋼筋混凝土造,107年9月28日,十五層,NULL,NULL
RPPNMLOJIIIGFGH08CC,5.0,68.84,共有部份,鋼筋混凝土造,107年9月28日,十五層,NULL,NULL
RPSNMLOJIIIGFGH38CC,30.0,62.79,住家用,鋼筋混凝土造,82年7月2日,七層,NULL,NULL
RPSNMLOJIIIGFGH38CC,30.0,18.95,共有部份,鋼筋混凝土造,82年7月2日,七層,NULL,NULL
RPPNMLOJIIIGFHH18CC,2.0,66.36,集合住宅,鋼筋混凝土造,110年5月28日,二十八層,NULL,NULL
RPPNMLOJIIIGFHH18CC,2.0,1.93,共有部分之項目有：商場、機車停車空間、機電設備空間等三項。,鋼筋混凝土造,110年5月28日,二十八層,NULL,NULL
RPPNMLOJIIIGFHH18CC,2.0,8.47,共有部分之項目有：停車空間、機車停車空間、機電設備空間、防空避難室兼停車空間等四項。,鋼筋混凝土造,110年5月28日,二十八層,NULL,NULL
RPXNMLOJIIIGFGH88CC,2.0,63.12,見其他登記事項,鋼筋混凝土造,110年4月1日,十四層,NULL,NULL
RPXNMLOJIIIGFGH88CC,2.0,61.54,共有部份,鋼筋混凝土造,110年4月1日,十四層,NULL,NULL
RPPNMLOJIIIGFHH18CC,2.0,2.57,共有部分之項目有：集合住宅（附屬游泳池、附屬管委會使用空間）、機電設備空間等三項。,鋼筋混凝土造,110年5月28日,二十八層,NULL,NULL
RPPNMLOJIIIGFHH18CC,2.0,21.95,共有部分之項目有：集合住宅（附屬管委會空間、附屬管委會使用空間）、機電設備空間、機械室、電梯間、水錶室、水箱等七項。,鋼筋混凝土造,110年5月28日,二十八層,NULL,NULL
RPQNMLOJIIIGFHH28CC,42.0,86.0,住家用,鋼筋混凝土造,70年4月17日,四層,NULL,NULL
RPTNMLOJIIIGFHH58CC,2.0,58.83,集合住宅,鋼筋混凝土造,111年1月26日,十五層,NULL,NULL
RPTNMLOJIIIGFHH58CC,2.0,56.81,共有部分之項目有：停車空間、防空避難室兼停車空間、集合住宅（附屬管委會使用空間）、樓梯間、水箱、電梯機房等項。,鋼筋混凝土造,111年1月26日,十五層,NULL,NULL
RPOOMLOJIIIGFHH18CC,6.0,91.47,住家用,鋼筋混凝土造,106年10月30日,九層,NULL,NULL
RPOOMLOJIIIGFHH18CC,6.0,97.19,本共有部分之項目有附屬（防空避難室兼停車空間、蓄水池、消防泵浦室、發電機室、梯間、汙水處理空間、停車空間、電信室、水循環機房、台電配電場所、垃圾處理空間、公共服務空間、水箱、機械室）等１４項。,鋼筋混凝土造,106年10月30日,九層,NULL,NULL
RPQOMLOJIIIGFHH38CC,20.0,20.27,住家用,鋼筋混凝土造,93年1月6日,七層,NULL,NULL
RPQOMLOJIIIGFHH38CC,20.0,4.72,共有部份,鋼筋混凝土造,93年1月6日,七層,NULL,NULL
RPSOMLOJIIIGFHH58CC,29.0,89.95,住家用,鋼筋混凝土造,84年1月14日,三層,NULL,NULL
RPQOMLOJIIIGFHH38CC,20.0,7.85,共有部份,鋼筋混凝土造,93年1月6日,七層,NULL,NULL
RPSOMLOJIIIGFHH58CC,29.0,4.19,共有部份,鋼筋混凝土造,84年1月14日,三層,NULL,NULL
RPWNMLOJIIIGFHH88CC,40.0,19.8,住商用,鋼筋混凝土造,73年3月21日,四層,NULL,NULL
RPTOMLOJIIIGFHH68CC,28.0,58.28,住家用,鋼筋混凝土造,85年2月12日,五層,NULL,NULL
RPTOMLOJIIIGFHH68CC,28.0,8.54,共有部份,鋼筋混凝土造,85年2月12日,五層,NULL,NULL
RPTOMLOJIIIGFHH68CC,28.0,0.25,共有部份,鋼筋混凝土造,85年2月12日,五層,NULL,NULL
RPTOMLOJIIIGFHH68CC,28.0,4.09,共有部份,鋼筋混凝土造,85年2月12日,五層,NULL,NULL
RPTOMLOJIIIGFHH68CC,28.0,1.7,共有部份,鋼筋混凝土造,85年2月12日,五層,NULL,NULL
RPUOMLOJIIIGFHH78CC,43.0,61.51,住家用,鋼筋混凝土造,69年7月31日,五層,NULL,NULL
RPQNMLPJIIIGFAH67CC,40.0,45.5,住家用,鋼筋混凝土造,72年8月9日,十層,NULL,NULL
RPQNMLPJIIIGFAH67CC,40.0,12.97,共有部份,鋼筋混凝土造,72年8月9日,十層,NULL,NULL
RPQPMLOJIIIGFHH48CC,8.0,87.09,住家用,鋼筋混凝土造,104年11月27日,二十二層,NULL,NULL
RPQPMLOJIIIGFHH48CC,8.0,25.89,本共有部分之項目有：機房、梯間、水箱、機械室等４項,鋼筋混凝土造,104年11月27日,二十二層,NULL,NULL
RPQPMLOJIIIGFHH48CC,8.0,43.08,本共有部分之項目有：停車空間、水箱、消防機械室、機房、機械室、電信室、防空避難室兼停車空間、發電機室、垃圾集中室、台電配電室、管委會使用空間（物管服務中心）等１１項,鋼筋混凝土造,104年11月27日,二十四層,NULL,NULL
RPUNMLPJIIIGFAH08CC,30.0,102.61,住家用,鋼筋混凝土造,83年3月18日,五層,NULL,NULL
RPUNMLPJIIIGFAH08CC,30.0,4.5,共有部份,鋼筋混凝土造,83年3月18日,五層,NULL,NULL
RPSOMLPJIIIGFAH97CC,28.0,27.41,住家用,鋼筋混凝土造,85年1月18日,十七層,NULL,NULL
